鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元/平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan/square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
新莊區,房地(土地+建物)+車位,新北市新莊區中港路531巷121~150號,20.64,住,,,1051208,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921116,163.66,4,2,2,有,有,16600000,106551,坡道平面,24.76,1800000,,RPROMLNJJHMFFBF67CA
新莊區,房地(土地+建物),新北市新莊區復興路二段121~150號,8.22,住,,,1051127,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001116,74.61,2,2,1,有,有,9320000,124916,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPUPMLTLKILFFBF98CA
五股區,土地,五股坑段五股坑小段871~900地號,122.0,其他,,,1051215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,512400,4200,,0.0,0,抵償借款,RPTQMLOJJHMFFBF18CA
五股區,房地(土地+建物)+車位,新北市五股區水碓一路31~60號,154.04,住,,,1051125,土地1建物1車位1,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1020514,483.32,5,1,5,有,有,40000000,82761,坡道平面,0.0,0,,RPQSMLOJJHMFFBF08CA
林口區,房地(土地+建物)+車位,新北市林口區林口路61~90號,58.6,住,,,1030420,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050831,193.25,4,2,2,有,無,14800000,80814,坡道平面,30.53,1650000,單獨車位交易。;1本案停車位為有單獨權狀並有搭配土地持分.2車位總價內含:車位土地款＄82.5萬元.車位建物款＄82.5萬元,RPVRMLQJJHMFFBF68CA
林口區,房地(土地+建物)+車位,新北市林口區文林六街27巷1~30號,61.26,住,,,1051105,土地1建物1車位2,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050112,246.01999999999998,4,2,2,有,有,18200000,73978,坡道平面,49.1,0,,RPOOMLQJJHMFFBF67CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,28.18,住,,,1051213,土地1建物1車位2,十六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,255.69,3,2,2,有,有,31680000,141819,坡道平面,53.46,3000000,,RPQPNLQJJHMFFBF08CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,30.32,住,,,1051212,土地1建物1車位2,十層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,269.63,3,2,2,有,有,32120000,134709,坡道平面,53.46,3000000,,RPWNNLQJJHMFFBF48CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,30.32,住,,,1051213,土地1建物1車位2,四層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,261.32,3,2,2,有,有,31370000,131233,坡道平面,45.14,3000000,,RPUONLQJJHMFFBF38CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,28.18,住,,,1051212,土地1建物1車位2,十五層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,247.38,3,2,2,有,有,31560000,139488,坡道平面,45.14,3350000,,RPRONLQJJHMFFBF08CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,30.17,住,,,1051213,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,234.59,3,2,2,有,有,31380000,136137,坡道平面,18.41,1950000,,RPQNMLTJJHMFFBF08CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,30.32,住,,,1051212,土地1建物1車位2,八層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,261.32,3,2,2,有,有,32120000,134703,坡道平面,45.14,3000000,,RPTNNLQJJHMFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,37.06,住,,,1051209,土地1建物1車位2,八層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,318.48,4,2,3,有,有,39650000,139046,坡道平面,53.46,2800000,,RPWWMLQJJHMFFBF66CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段391~420號,36.91,住,,,1051209,土地1建物1車位2,十五層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051021,318.27,4,2,3,有,有,39980000,137759,坡道平面,53.46,3500000,,RPONNLQJJHMFFBF67CA
三峽區,房地(土地+建物),新北市三峽區大同路39巷1~30號,11.25,住,,,1051128,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810929,66.37,2,1,1,有,有,4300000,64788,,0.0,0,,RPXNMLNLKILFFIF56CA
三峽區,房地(土地+建物),新北市三峽區二鬮路110巷31~60號,43.98,,山坡地保育區,丙種建築用地,1051206,土地1建物2車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830527,107.06,0,0,0,無,有,3700000,34560,,0.0,0,,RPOOMLNLKILFFIF38CA
三峽區,土地,大學段一小段61~90地號,262.08,住,,,1051021,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,25000000,95391,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLQLKILFFIF66CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路511~540號,27.65,住,,,1051111,土地1建物1車位1,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960929,220.75,4,2,2,有,有,17500000,79275,坡道平面,34.1,0,,RPTNMLQLKILFFIF09CA
樹林區,土地,味王段361~390地號,439.85,工,,,1051129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17171700,39040,,0.0,0,,RPXNMLRLKILFFIF96CA
三峽區,房地(土地+建物),新北市三峽區民權街181~210號,5.03,住,,,1051211,土地1建物1車位0,五層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860508,44.84,1,1,1,有,有,2500000,55754,,0.0,0,陽台外推,RPROMLRLKILFFIF09CA
鶯歌區,土地,國姓段1771~1800地號,27.57,住,,,1051211,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1292000,46863,,0.0,0,親友間交易,RPPPMLQLKILFFIF88CA
樹林區,土地,備內段181~210地號,352.92,農,,,1051123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12055747,34160,,0.0,0,,RPSNMLRLKILFFIF09CA
鶯歌區,房地(土地+建物),新北市鶯歌區高職西街1~30號,19.81,住,,,1051124,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841121,75.59,3,2,1,有,無,3100000,41011,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPQMLRLKILFFIF09CA
樹林區,土地,新興段391~420地號,9.66,其他,,,1051118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,477177,49397,,0.0,0,,RPQNMLSLKILFFIF98CA
鶯歌區,房地(土地+建物),新北市鶯歌區鶯桃路382巷31~60號,102.15,住,,,1051201,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0980206,215.67,4,2,4,有,無,14000000,64914,,0.0,0,,RPVOMLTLKILFFIF07CA
中和區,房地(土地+建物),新北市中和區大仁街10巷9弄1~30號,47.65,住,,,1051118,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0640526,82.23,3,2,2,有,無,8500000,103369,,0.0,0,,RPWPMLTLKILFFHF17CA
中和區,房地(土地+建物),新北市中和區忠孝街58巷1~30號,33.69,住,,,1051128,土地3建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690724,95.14,3,2,2,有,無,12000000,126130,,0.0,0,,RPQPMLTLKILFFHF56CA
中和區,房地(土地+建物)+車位,新北市中和區圓通路367巷33弄91~120號,289.83,其他,,,1051201,土地3建物1車位2,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980925,312.5,4,2,3,有,有,33984000,122145,坡道平面,65.22,3780000,,RPXPMLSLKILFFHF17CA
中和區,房地(土地+建物),新北市中和區景平路421~450號,9.39,住,,,1051207,土地4建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860910,75.60000000000001,2,1,1,有,有,10000000,132275,,0.0,0,,RPTNMLTLKILFFHF66CA
中和區,房地(土地+建物),新北市中和區水源路127巷3弄1~30號,29.0,住,,,1051109,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660920,72.0,3,2,2,有,無,7550000,104861,,0.0,0,,RPVNMLRLKILFFHF66CA
中和區,房地(土地+建物),新北市中和區圓通路271巷1~30號,27.15,住,,,1051106,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760828,97.87,3,2,1,有,無,7520000,76837,,0.0,0,,RPROMLRLKILFFHF98CA
永和區,房地(土地+建物),新北市永和區警光街1~30號,25.32,住,,,1051130,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,0651222,62.01,2,2,1,有,無,8700000,140300,,0.0,0,,RPPNMLRLKILFFHF68CA
永和區,房地(土地+建物),新北市永和區中山路一段191巷1~30號,20.42,住,,,1051206,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,0650702,54.82,2,1,1,有,無,6700000,122218,,0.0,0,,RPVPMLNLKILFFHF09CA
中和區,房地(土地+建物),新北市中和區光華街31巷1~30號,28.01,住,,,1051124,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701023,101.37,3,2,1,有,無,5000000,49324,,0.0,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。,RPQNMLOLKILFFHF48CA
永和區,房地(土地+建物),新北市永和區中山路一段31~60號,9.48,商,,,1051110,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660310,39.65,2,1,1,有,無,5030000,126860,,0.0,0,,RPPNMLQLKILFFHF58CA
中和區,房地(土地+建物),新北市中和區民利街1~30號,32.7,住,,,1051212,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670925,72.36,3,2,1,有,無,6370000,88032,,0.0,0,,RPQOMLQLKILFFHF78CA
中和區,房地(土地+建物),新北市中和區復興路61~90號,10.56,住,,,1051104,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850108,75.8,2,1,1,有,有,10160000,134037,,0.0,0,,RPSNMLMLKILFFHF48CA
中和區,房地(土地+建物),新北市中和區中正路211巷31~60號,7.19,住,,,1051121,土地2建物1車位0,四層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830804,36.79,1,1,1,有,有,5000000,135906,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPRPMLMLKILFFHF58CA
中和區,房地(土地+建物)+車位,新北市中和區忠孝街2巷1~30號,25.49,住,,,1051123,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1000711,189.12,4,2,2,有,有,20380000,107762,坡道平面,39.36,0,含增建或未登記建物。;單獨車位交易。;含增建或未登記建物。內含獨立產權車位，未包含在棟數內。,RPUPMLMLKILFFHF88CA
永和區,房地(土地+建物),新北市永和區得和路42巷1~30號,20.96,住,,,1051102,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700829,115.4,3,2,2,有,有,14300000,123917,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPVPMLMLKILFFHF98CA
中和區,房地(土地+建物),新北市中和區忠孝街31~60號,8.97,住,,,1051030,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0981214,72.87,2,2,1,有,有,8800000,120763,,0.0,0,含增建或未登記建物。;共有人數2人。含增建或未登記建物。,RPWPMLMLKILFFHF09CA
永和區,房地(土地+建物),新北市永和區竹林路119巷45弄1~30號,19.36,住,,,1051108,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0701229,56.81,2,1,1,有,無,7150000,125858,,0.0,0,含增建或未登記建物。;共有人數2人。含增建或未登記建物。,RPXPMLMLKILFFHF56CA
中和區,房地(土地+建物),新北市中和區景平路31~60號,2.53,住,,,1051210,土地1建物1車位0,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851030,31.619999999999997,1,0,1,有,有,3500000,110689,,0.0,0,,RPVOMLNLKILFFHF98CA
中和區,房地(土地+建物),新北市中和區大仁街10巷9弄1~30號,29.98,住,,,1051115,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0640526,84.51,2,1,1,有,無,5000000,59165,,0.0,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。,RPPPMLPJJHMFFHF38CA
中和區,房地(土地+建物)+車位,新北市中和區板南路481~510號,39.13,工,,,1051026,土地1建物1車位1,二層,七層,廠辦,見其他登記事項,鋼筋混凝土造,0891128,261.46000000000004,1,1,0,有,有,25000000,95617,坡道平面,33.99,0,,RPPNMLKKJHMFFHF77CA
中和區,房地(土地+建物),新北市中和區仁愛街61~90號,18.16,住,,,1051108,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580310,50.67,1,2,1,有,無,9800000,193408,,0.0,0,含增建或未登記建物。;含頂樓增建約15坪(3房 1廳 1衛),RPROMLLKJHMFFHF18CA
中和區,房地(土地+建物),新北市中和區圓通路367巷20弄1~30號,27.56,住,,,1051130,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720707,85.98,3,2,1,有,無,3360000,39079,,0.0,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。,RPRPMLTJJHMFFHF98CA
三重區,房地(土地+建物),新北市三重區中寮街1~30號,21.66,住,,,1051201,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),商業用,加強磚造,0620410,50.64,0,0,0,無,無,3200000,63191,,0.0,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。,RPWPMLNLKILFFGF09CA
三重區,房地(土地+建物),新北市三重區仁愛街53巷181~210號,67.02,住,,,1051118,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0550502,62.8,3,2,1,有,無,17500000,278662,,0.0,0,含增建或未登記建物。;增建或占用範圍:壹樓空地.頂樓(3.4樓),RPQOMLQLKILFFGF68CA
蘆洲區,土地,中原段31~60地號,72.79,其他,,,1051213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8705684,119600,,0.0,0,公共設施保留地之交易。,RPSOMLQLKILFFGF88CA
三重區,房地(土地+建物),新北市三重區中興北街150巷1~30號,12.29,工,,,1051123,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0831024,91.19999999999999,3,2,1,有,有,6900000,75658,,0.0,0,,RPTOMLQLKILFFGF98CA
三重區,房地(土地+建物),新北市三重區重新路二段1~30號,13.47,商,,,1051108,土地2建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670112,56.5,6,2,2,有,無,3200000,56637,,0.0,0,1.本件屬持分出售，親屬間買賣。2.本件賣方因屬分割繼承取得，雖房屋登記為1/2，惟賣方真正的權利為房屋全部之1/3，故本件售價僅為實際真正權利範圍之售價，故土增稅賣方僅負擔真正權利範圍之部分，其餘為買方負擔；賣方應負擔之土增稅由買方代繳後由第二次款中扣除。,RPXPMLRLKILFFGF96CA
三重區,房地(土地+建物),新北市三重區仁愛街315巷31~60號,9.25,住,,,1051127,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050106,71.83,2,1,1,有,無,9300000,129472,,0.0,0,,RPUPMLNLKILFFGF88CA
蘆洲區,房地(土地+建物),新北市蘆洲區環堤大道1~30號,8.24,住,,,1051208,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880727,66.73,2,2,1,有,有,7200000,107897,,0.0,0,,RPRNMLPJJHMFFGF28CA
三重區,房地(土地+建物),新北市三重區仁愛街125巷91~120號,21.0,住,,,1051205,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660729,77.0,3,2,1,有,無,6370000,82727,,0.0,0,,RPSOMLLKJHMFFGF18CA
三重區,房地(土地+建物),新北市三重區中正北路91~120號,10.99,住,,,1051123,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870801,67.93,2,2,1,有,無,7330000,107905,,0.0,0,,RPXNMLKMKILFFGF78CA
三重區,房地(土地+建物)+車位,新北市三重區中正北路560巷31~60號,58.0,工,,,1051101,土地2建物1車位7,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,367.41,0,0,0,無,有,25070000,97658,坡道平面,231.63,11810000,,RPSOMLSLKILFFGF09CA
三重區,房地(土地+建物),新北市三重區仁忠街61~90號,18.6,住,,,1051116,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720613,73.47,1,2,1,有,無,5920000,80577,,0.0,0,,RPTNMLSLKILFFGF09CA
三重區,房地(土地+建物),新北市三重區忠孝路二段91~120號,7.67,住,,,1051028,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841218,63.14,2,1,1,有,有,6800000,107697,,0.0,0,,RPQNMLKMKILFFGF08CA
瑞芳區,房地(土地+建物),新北市瑞芳區瑞竹路1~30號,41.15,,鄉村區,乙種建築用地,1051207,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,122.48,4,2,2,有,無,3450000,28168,,0.0,0,,RPQNMLKMKILFFFF97CA
貢寮區,土地,貢寮段內寮小段1201~1230地號,21935.0,,山坡地保育區,林業用地,1051206,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3843000,175,,0.0,0,,RPVNMLPJJHMFFFF58CA
貢寮區,土地,貢寮段內寮小段1201~1230地號,9736.0,,山坡地保育區,林業用地,1051206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2167000,223,,0.0,0,本標的土地有四位共有人,RPRNMLSLKILFFFF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區民權路177巷31~60號,17.45,住,,,1051105,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870915,117.33000000000001,4,2,2,有,有,9580000,81657,坡道平面,0.0,950000,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。,RPWOMLNLJHMFFEF68CA
淡水區,房地(土地+建物),新北市淡水區英專路65巷1~30號,4.97,住,,,1051121,土地2建物1車位0,八層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961026,36.53,1,1,1,有,有,3900000,106762,,0.0,0,,RPSOMLSKJHMFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路301~330號,36.84,住,,,1051103,土地1建物1車位1,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840825,130.38,3,2,2,有,有,6500000,49854,坡道平面,31.7,0,,RPRQMLKKJHMFFEF97CA
汐止區,房地(土地+建物)+車位,新北市汐止區伯爵街35巷1~30號,116.93,,山坡地保育區,丙種建築用地,1051123,土地2建物1車位1,一層，二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780812,210.36,4,2,3,有,無,12000000,57045,坡道平面,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPOPMLOJJHMFFDF77CA
汐止區,車位,新北市汐止區福德一路91~120號,0.08,住,,,1051213,土地0建物0車位1,一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0970722,31.09,0,0,0,有,有,1700000,,坡道平面,31.09,1700000,,RPQNMLKMKILFFDF77CA
汐止區,房地(土地+建物)+車位,新北市汐止區長興街二段31~60號,25.12,住,,,1051118,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050711,168.64999999999998,3,2,2,有,有,10980000,70120,坡道平面,34.88,1600000,,RPWQMLRLKILFFDF66CA
汐止區,房地(土地+建物),新北市汐止區樟樹二路241~270號,13.58,住,,,1051116,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880702,76.78,4,1,2,有,有,5000000,65121,,0.0,0,親友、員工或其他特殊關係間之交易。;地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。親友、員工或其他特殊關係間之交易。,RPTNMLOLJHMFFDF28CA
汐止區,房地(土地+建物)+車位,新北市汐止區忠三街120巷61~90號,82.58,,山坡地保育區,丙種建築用地,1051014,土地1建物1車位1,一層，二層，地下一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800603,247.64000000000001,4,2,3,有,有,17000000,68648,坡道平面,45.39,0,含增建或未登記建物。;單獨車位交易。;共有人數2人內含獨立產權車位，未包含在棟數內。含增建或未登記建物。,RPOOMLOLJHMFFDF87CA
淡水區,房地(土地+建物),新北市淡水區淡金路38巷31~60號,4.68,住,,,1051119,土地1建物1車位0,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,44.62,1,1,1,有,有,3900000,87405,,0.0,0,瑕疵物件之交易。;附贈物賣方不負瑕疵擔保責任,RPRPMLTLKILFFEF98CA
八里區,房地(土地+建物)+車位,新北市八里區中華路二段308巷7弄1~30號,11.64,住,,,1051113,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831213,109.44,2,2,1,有,有,5050000,46144,坡道平面,0.0,0,,RPQVMLTLKILFFEF86CA
三芝區,房地(土地+建物),新北市三芝區樂全街31~60號,22.47,,山坡地保育區,丙種建築用地,1051212,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850601,52.56,1,1,1,有,無,950000,18075,,0.0,0,,RPQOMLSLKILFFEF68CA
淡水區,房地(土地+建物),新北市淡水區新民街19巷61~90號,5.59,住,,,1051209,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891027,31.78,1,1,1,有,有,2450000,77093,,0.0,0,,RPTPMLQLKILFFEF88CA
淡水區,土地,小八里坌子段樹梅坑小段361~390地號,58.0,,山坡地保育區,農牧用地,1051202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,701000,12086,,0.0,0,,RPXNMLNLKILFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路181~210號,14.72,住,,,1051212,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,119.77,2,2,1,有,有,6140000,50293,坡道機械,15.58,900000,,RPSQMLNJJHMFFEF28CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路181~210號,14.72,住,,,1051212,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,119.77,2,2,1,有,有,6320000,52020,坡道機械,15.58,900000,,RPTQMLNJJHMFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區新民街一段1~30號,17.56,住,,,1051020,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981225,113.91,2,1,1,有,有,7650000,67158,坡道平面,27.65,0,,RPRPMLKMKILFFEF18CA
淡水區,土地,米蘭段1~30地號,0.62,其他,,,1051124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18143,0,,0.0,0,政府機關工程用地協議價購,RPUUMLOJJHMFFEF98CA
淡水區,土地,米蘭段1~30地號,22.24,其他,,,1051124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,656080,29500,,0.0,0,政府機關工程用地協議價購,RPVUMLOJJHMFFEF09CA
淡水區,土地,米蘭段1~30地號,13.34,其他,,,1051124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,393648,29509,,0.0,0,政府機關工程用地協議價購,RPWUMLOJJHMFFEF56CA
淡水區,土地,米蘭段211~240地號,10.32,其他,,,1051124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,304440,29500,,0.0,0,政府機關工程用地協議價購,RPXUMLOJJHMFFEF66CA
淡水區,土地,米蘭段211~240地號,10.32,其他,,,1051124,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,304440,29500,,0.0,0,政府機關工程用地協議價購,RPOVMLOJJHMFFEF48CA
淡水區,房地(土地+建物),新北市淡水區北新路91~120號,4.97,住,,,1051119,土地1建物1車位0,地下一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0900216,36.53,1,1,1,有,有,2200000,60224,,0.0,0,,RPUVMLTLKILFFEF27CA
八里區,房地(土地+建物),新北市八里區中華路二段258巷1~30號,17.1,住,,,1051104,土地2建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820111,84.77,2,2,1,有,有,4900000,57803,,0.0,0,,RPXNMLKMKILFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路181~210號,16.21,住,,,1051124,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,128.2,2,2,1,有,有,7180000,55763,坡道機械,15.58,900000,,RPPQMLNJJHMFFEF97CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路151~180號,20.76,住,,,1051212,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,167.72,3,2,2,有,有,9110000,54851,坡道平面,23.51,1200000,,RPQQMLNJJHMFFEF08CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路151~180號,14.72,住,,,1051212,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,119.77,2,2,1,有,有,5650000,45590,坡道機械,15.58,900000,,RPRQMLNJJHMFFEF18CA
淡水區,房地(土地+建物),新北市淡水區興福寮88巷1~30號,83.55,,山坡地保育區,丙種建築用地,1051201,土地2建物1車位0,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030820,175.99,3,2,2,有,有,25572621,145307,,0.0,0,,RPWVMLPJJHMFFEF76CA
