鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元/平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan/square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
新店區,房地(土地+建物)+車位,新北市新店區安和路一段1~30號,24.45,住,,,1020516,土地1建物1車位2,十一層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051018,258.49,4,2,2,有,有,27800000,127319,坡道平面,70.38,3850000,,RPVNMLRKJHMFFCF58CA
新店區,房地(土地+建物)+車位,新北市新店區安和路一段1~30號,18.29,住,,,1020516,土地1建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051018,178.39999999999998,3,2,2,有,有,20100000,127784,坡道平面,35.19,1800000,,RPWNMLRKJHMFFCF68CA
土城區,車位,新北市土城區永豐路151巷1~30號,0.0,,,,1051221,土地0建物0車位1,,,其他,,,,40.3,0,0,0,有,有,1300000,,坡道平面,40.3,0,單獨車位交易。;單獨車位交易。,RPQPMLKLJHMFFAF47CA
板橋區,房地(土地+建物),新北市板橋區海山路1~30號,22.4,住,,,1051204,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681001,72.85,2,1,1,有,無,7250000,99520,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPRQMLLKJHMFFAF67CA
土城區,房地(土地+建物)+車位,新北市土城區清水路91~120號,11.79,商,,,1051226,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030110,120.98,2,2,1,有,無,13700000,129025,坡道平面,28.75,1800000,本案尚未成立管理委員會.,RPTQMLLKJHMFFAF87CA
板橋區,土地,港子嘴段121~150地號,16.0,住,,,1051229,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3388000,211750,,0.0,0,,RPSPMLMKJHMFFAF77CA
板橋區,房地(土地+建物),新北市板橋區華東街271~300號,9.02,住,,,1051207,土地2建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050205,97.63000000000001,2,2,1,有,無,15950000,163372,,0.0,0,本案尚未成立管理委員會.,RPROMLMKJHMFFAF57CA
板橋區,土地,江子翠段第三崁小段121~150地號,4.4,其他,,,1051229,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,113636,,0.0,0,,RPXQMLNKJHMFFAF48CA
板橋區,房地(土地+建物)+車位,新北市板橋區光環路二段1~30號,31.78,住,,,1051211,土地1建物1車位2,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021226,284.48,4,2,2,有,有,36880000,139202,坡道平面,46.84,3800000,,RPVRMLNKJHMFFAF38CA
板橋區,房地(土地+建物)+車位,新北市板橋區新崑路91~120號,26.94,住,,,1040412,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051124,149.81,3,2,2,有,有,14320000,95588,坡道平面,24.71,0,,RPTVMLQLJHMFFAF98CA
板橋區,房地(土地+建物)+車位,新北市板橋區新崑路61~90號,22.48,住,,,1040207,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051124,128.77,3,2,2,有,有,12470000,96839,坡道平面,24.71,0,,RPUVMLQLJHMFFAF09CA
板橋區,房地(土地+建物)+車位,新北市板橋區新崑路91~120號,25.72,住,,,1040607,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051124,144.1,3,2,2,有,有,13610000,94448,坡道平面,24.71,0,,RPVVMLQLJHMFFAF56CA
板橋區,房地(土地+建物)+車位,新北市板橋區新崑路91~120號,18.08,住,,,1040426,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051124,108.03,2,2,1,有,有,10250000,94881,坡道平面,24.71,0,,RPWVMLQLJHMFFAF66CA
板橋區,房地(土地+建物)+車位,新北市板橋區新崑路91~120號,25.72,住,,,1040406,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051124,144.1,3,2,2,有,有,13900000,96461,坡道平面,24.71,0,,RPOVMLQLJHMFFAF48CA
板橋區,房地(土地+建物),新北市板橋區南雅西路二段273巷1~30號,35.95,住,,,1051228,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760908,121.76,5,0,5,有,無,11000000,90342,,0.0,0,格局為五房五衛,RPTUNLPLJHMFFAF88CA
瑞芳區,土地,子寮段361~390地號,99.51,,山坡地保育區,特定目的事業用地,1051122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,517447,5200,,0.0,0,,RPTOMLMKJHMFFFF48EA
瑞芳區,土地,水南洞段1~30地號,91.11,,特定專用區,特定目的事業用地,1051122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,552213,6061,,0.0,0,,RPXNMLMKJHMFFFF78EA
貢寮區,土地,新港段1651~1680地號,198.54,其他,,,1051221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2100000,10577,,0.0,0,,RPQNMLRJKHMFFFF58EA
瑞芳區,土地,水南洞段1~30地號,111.31,,特定專用區,特定目的事業用地,1051122,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,612231,5500,,0.0,0,,RPWNMLNLJHMFFFF88EA
瑞芳區,土地,水南洞段1~30地號,77.27,,特定專用區,特定目的事業用地,1051122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,424959,5500,,0.0,0,,RPXNMLNLJHMFFFF98EA
瑞芳區,土地,子寮段361~390地號,156.43,,山坡地保育區,特定目的事業用地,1051122,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,813419,5200,,0.0,0,,RPPOMLNLJHMFFFF28EA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路1~30號,2.75,商,,,1051221,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0861117,50.260000000000005,1,1,1,有,有,2300000,45762,坡道機械,18.73,0,,RPWOMLNKKHMFFEF88EA
樹林區,房地(土地+建物),新北市樹林區潭興街141巷1~30號,22.95,住,,,1051128,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,84.24,4,1,1,有,無,8000000,94967,,0.0,0,親友間買賣，含增建或未登記建物。,RPRNMLMKJHMFFIF48EA
鶯歌區,房地(土地+建物),新北市鶯歌區二甲路106巷1~30號,86.13,,一般農業區,甲種建築用地,1051212,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0820419,185.12,3,1,3,有,無,3500000,18907,,0.0,0,一親等間交易，買方已於約10年前另外先行支付200萬元於賣方，不含於此次價款內。,RPWPMLMKJHMFFIF56EA
永和區,房地(土地+建物)+車位,新北市永和區中正路91~120號,22.36,住,,,1051211,土地3建物2車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900411,214.52999999999997,5,2,3,有,有,27600000,128653,坡道機械,21.16,0,含增建或未登記建物。;陽台外移，二戶打通,RPPNMLSLKILFFHF09CD
三峽區,房地(土地+建物),新北市三峽區大學路61~90號,5.88,住,,,1051217,土地1建物1車位0,七層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1010608,36.370000000000005,1,1,1,有,有,3755000,103244,,0.0,0,,RPPNMLRKKHMFFIF88EA
中和區,房地(土地+建物),新北市中和區員山路611巷2弄1~30號,25.24,工,,,1051212,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,加強磚造,0590710,80.0,0,0,0,無,無,9300000,116250,,0.0,0,,RPPPMLQJKHMFFHF78EA
三重區,房地(土地+建物),新北市三重區三和路一段61~90號,21.95,住,,,1051209,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741109,76.31,3,1,1,有,無,4200000,55039,,0.0,0,親屬間買賣,RPRNMLQKJHMFFGF68EA
永和區,土地,頂溪段331~360地號,31.14,住,,,1051122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,289017,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;親友、員工或其他特殊關係間之交易。含增建或未登記建物。,RPPPMLLKJHMFFHF28EA
中和區,房地(土地+建物),新北市中和區中和路324巷6弄1~30號,33.79,住,,,1060103,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,0641230,100.8,3,2,1,有,無,14000000,138889,,0.0,0,,RPRNMLNKJHMFFHF48EA
中和區,房地(土地+建物),新北市中和區景平路31~60號,17.96,住,,,1051213,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1050217,89.5,1,2,1,有,有,13800000,154190,,0.0,0,,RPRNMLRKJHMFFHF88EA
中和區,房地(土地+建物),新北市中和區景平路31~60號,18.1,住,,,1051213,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1050217,90.17,1,2,1,有,有,13900000,154153,,0.0,0,,RPSNMLRKJHMFFHF98EA
汐止區,房地(土地+建物),新北市汐止區翠峰街2巷7弄1~30號,207.74,,鄉村區,乙種建築用地,1051114,土地11建物1車位0,全,二層,透天厝,住家用,加強磚造,0700930,175.33,5,3,2,有,有,17300000,98671,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPWPMLNKJHMFFDF68DA
汐止區,房地(土地+建物),新北市汐止區福德一路91~120號,24.59,住,,,1051217,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970722,146.75,4,2,2,有,有,14800000,100852,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPUOMLNKJHMFFDF38DA
汐止區,房地(土地+建物),新北市汐止區福德一路201巷17弄1~30號,21.04,住,,,1051216,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811109,102.19,2,2,1,有,有,7750000,75839,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPXOMLRKJHMFFDF09DA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路三段31~60號,16.39,住,,,1051207,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020909,118.00999999999999,2,1,1,有,有,6750000,69167,坡道平面,37.77,1200000,,RPPUNLLKJHMFFEF48DA
新莊區,房地(土地+建物),新北市新莊區民安西路196巷2弄1~30號,22.35,住,,,1051205,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760110,76.35,3,2,1,有,無,4860000,63654,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPOSMLTKJHMFFBF58DA
新莊區,房地(土地+建物),新北市新莊區中正路新建巷22弄1~30號,20.89,住,,,1051203,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690311,83.04,2,2,1,有,無,4500000,54191,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPOPMLTKJHMFFBF28DA
新莊區,房地(土地+建物),新北市新莊區雙鳳路73巷1~30號,5.27,其他,,,1051214,土地1建物1車位0,十二層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0890621,42.95,1,1,1,有,有,4200000,97788,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPUQMLNKJHMFFBF38DA
新店區,房地(土地+建物),新北市新店區花園七路一段1~30號,199.24,住,,,1051221,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0811117,248.54,5,3,3,有,有,12500000,50294,,0.0,0,,RPVNMLLKJHMFFCF08DA
新店區,房地(土地+建物),新北市新店區竹林路30巷1~30號,30.43,住,,,1051212,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960209,113.58,4,2,2,有,有,10600000,93326,,0.0,0,,RPRPMLNKJHMFFCF08DA
新店區,房地(土地+建物),新北市新店區安民街65巷1~30號,13.22,住,,,1051204,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821018,89.76,3,2,1,有,有,9000000,100267,,0.0,0,,RPSPMLNKJHMFFCF18DA
新店區,房地(土地+建物),新北市新店區北新路二段181~210號,25.19,住,,,1051212,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770419,123.08,3,2,2,有,無,18375000,149293,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPUNMLOLJHMFFCF38DA
新店區,車位,新北市新店區安興路1~30號,3.56,住,,,1051225,土地0建物0車位2,地下三層,二十一層,其他,見使用執照,鋼筋混凝土造,0840513,115.69,0,0,0,有,有,1800000,,坡道平面,115.68,1800000,,RPSOMLNJKHMFFCF08DA
鶯歌區,房地(土地+建物),新北市鶯歌區朝陽街52巷1~30號,112.0,,山坡地保育區,丙種建築用地,1051215,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,,149.27,7,3,3,有,無,11680000,78247,,0.0,0,1.一樓至三樓有增建，使用空間大。2.屋況全新整理，水電管線全部重新更換。3.外牆拉皮整修。4.獨棟有庭院，空間大可停4部車。,RPUOMLTJNHMFFIF07CA
板橋區,房地(土地+建物),新北市板橋區南雅南路二段4巷1~30號,22.25,住,,,1051208,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,60.76,2,2,1,有,無,3700000,60895,,0.0,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。,RPQQMLLKJHMFFAF67DA
板橋區,房地(土地+建物),新北市板橋區觀光街1~30號,27.0,住,,,1051125,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680627,89.28,3,2,1,有,無,9500000,106407,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPWQMLLKJHMFFAF28DA
土城區,房地(土地+建物),新北市土城區青雲路61~90號,12.09,住,,,1051225,土地4建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840424,88.72,3,2,1,有,有,8300000,93553,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPXOMLNKJHMFFAF38DA
板橋區,房地(土地+建物)+車位,新北市板橋區沙崙街31~60號,8.35,住,,,1051129,土地1建物1車位1,七層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0910509,79.39,1,1,1,有,有,5050000,87678,坡道平面,36.62,1300000,含增建或未登記建物。;含增建或未登記建物。,RPPOMLOKJHMFFAF67DA
板橋區,房地(土地+建物),新北市板橋區民生路二段241~270號,5.76,住,,,1051203,土地1建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860910,80.16,2,2,1,有,有,13000000,162176,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPWNMLKLJHMFFAF97DA
土城區,房地(土地+建物)+車位,新北市土城區學成路31~60號,18.82,住,,,1051025,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840525,134.70000000000002,3,2,2,有,有,14500000,107647,坡道機械,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPWRMLRKJHMFFAF98DA
鶯歌區,土地,二橋段541~570地號,808.24,其他,,,1051229,土地33建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11000000,13610,,0.0,0,,RPSOMLNKJHMFFIF58CA
樹林區,房地(土地+建物)+車位,新北市樹林區國凱街61~90號,28.83,其他,,,1030419,土地1建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050914,195.32,4,2,2,有,有,18830000,101288,坡道平面,26.0,1680000,,RPSNMLNKJHMFFIF48CA
樹林區,房地(土地+建物),新北市樹林區中華路271~300號,12.34,住,,,1051208,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860203,90.02,4,2,2,有,有,8500000,94423,,0.0,0,含增建或未登記建物(夾層)。,RPVOMLQKJHMFFIF56CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區文化路211~240號,38.32,住,,,1051116,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040714,228.35000000000002,3,2,2,有,有,16800000,79146,坡道平面,36.3,1600000,,RPPPMLMKJHMFFIF28CA
樹林區,房地(土地+建物),新北市樹林區潭興街91巷1弄1~30號,88.15,住,,,1051211,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0690206,131.46,2,1,3,有,無,16880000,128404,,0.0,0,壹樓空地;平台;頂樓;防火巷增建、陽台外推,RPUPMLMKJHMFFIF78CA
鶯歌區,土地,尖山腳段991~1020地號,2904.38,住,,,1051223,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,220000000,75748,,0.0,0,,RPWOMLNLJHMFFIF09CA
鶯歌區,房地(土地+建物),新北市鶯歌區福隆一街31~60號,66.64,住,,,1051128,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,116.24,5,2,3,有,無,8180000,70372,,0.0,0,本件建物3.4樓為增建,RPTOMLNLJHMFFIF78CA
樹林區,房地(土地+建物),新北市樹林區新興街19巷34弄31~60號,28.07,工,,,1051229,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0820116,111.69000000000001,0,0,0,無,無,10800000,96696,,0.0,0,做工廠使用、平台及騎樓外推、空地搭建遮雨棚,RPQOMLSKJHMFFIF88CA
鶯歌區,房地(土地+建物),新北市鶯歌區鶯桃路421~450號,30.93,商,,,1051230,土地1建物1車位0,陽台，五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.91,3,2,2,有,無,3800000,39620,,0.0,0,,RPVOMLRKJHMFFIF66CA
樹林區,房地(土地+建物),新北市樹林區三俊街151~180號,133.75,工,,,1051221,土地1建物1車位0,一層，二層，騎樓,二層,工廠,見其他登記事項,鋼筋混凝土造,0700528,195.12,0,0,0,無,無,29500000,,,0.0,0,含增建或未登記建物。,RPWPMLQKJHMFFIF76CA
鶯歌區,房地(土地+建物),新北市鶯歌區中山路138巷1~30號,23.47,住,,,1051206,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830401,135.20999999999998,1,1,2,有,有,8500000,62865,,0.0,0,,RPQQMLQKJHMFFIF88CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區永明街91~120號,19.84,住,,,1051220,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860717,117.02000000000001,3,2,2,有,有,5800000,49564,坡道機械,11.19,0,,RPUNMLLKJHMFFIF58DA
三峽區,房地(土地+建物)+車位,新北市三峽區大德路121~150號,51.61,住,,,1051010,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011206,226.62,4,2,2,有,有,19400000,85606,坡道平面,36.01,0,含增建或未登記建物。,RPRPMLNKJHMFFIF68DA
三峽區,房地(土地+建物)+車位,新北市三峽區學勤路151~180號,23.33,商,,,1051216,土地1建物1車位2,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960727,286.4,5,2,2,有,有,19270000,83614,坡道平面,84.64,2400000,,RPSPMLNKJHMFFIF78DA
永和區,房地(土地+建物),新北市永和區安樂路301~330號,14.55,住,,,1051129,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840802,103.32,3,2,2,有,有,15200000,147116,,0.0,0,含增建或未登記建物。;含增建或未登記建物,RPTPMLLKJHMFFHF58DA
